customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
6047-YHPVI,True,False,False,False,5,True,False,False,False,False,False,False,False,True,69.7,316.9,True,True,False,False,False,False,True,False
6572-ADKRS,False,False,False,False,46,True,False,False,False,True,False,False,False,True,74.8,3548.3,False,True,False,False,False,True,False,False
5380-WJKOV,True,False,False,False,34,True,True,False,True,True,False,True,True,True,106.35,3549.25,True,True,False,False,False,False,True,False
8168-UQWWF,False,False,False,False,11,True,True,False,False,True,False,True,True,True,97.85,1105.4,True,True,False,False,False,False,False,False
8865-TNMNX,True,False,True,True,10,True,False,False,True,False,False,False,False,False,49.55,475.7,False,False,False,True,False,False,False,True
9489-DEDVP,False,False,True,True,70,True,True,True,True,False,False,True,False,True,69.2,4872.35,False,False,False,False,True,True,False,False
9867-JCZSP,False,False,True,True,17,True,False,False,False,False,False,False,False,False,20.75,418.25,False,False,True,True,False,False,False,True
4671-VJLCL,False,False,False,False,63,True,True,True,True,True,True,True,False,True,79.85,4861.45,False,False,False,False,True,True,False,False
4080-IIARD,False,False,True,False,13,True,True,True,True,False,True,True,False,True,76.2,981.45,False,False,False,False,False,False,True,False
3714-NTNFO,False,False,False,False,49,True,True,False,False,False,False,False,True,True,84.5,3906.7,False,True,False,False,False,False,True,False
5948-UJZLF,True,False,False,False,2,True,False,False,True,False,False,False,False,False,49.25,97.0,False,False,False,False,False,False,False,True
7760-OYPDY,False,False,False,False,2,True,False,False,False,False,False,True,False,True,80.65,144.15,True,True,False,False,False,False,True,False
7639-LIAYI,True,False,False,False,52,True,True,True,False,False,True,True,True,True,79.75,4217.8,False,False,False,False,True,True,False,False
2954-PIBKO,False,False,True,True,69,True,True,True,False,True,True,False,False,True,64.15,4254.1,False,False,False,False,True,True,False,False
8012-SOUDQ,False,True,False,False,43,True,True,False,True,False,False,True,False,True,90.25,3838.75,False,True,False,False,False,False,True,False
9420-LOJKX,False,False,False,False,15,True,False,True,True,False,False,True,True,True,99.1,1426.4,True,True,False,False,False,True,False,False
6575-SUVOI,False,True,True,False,25,True,True,True,False,False,True,True,False,True,69.5,1752.65,False,False,False,False,False,True,False,False
7495-OOKFY,False,True,True,False,8,True,True,False,True,False,False,False,False,True,80.65,633.3,True,True,False,False,False,True,False,False
4667-QONEA,False,True,True,True,60,True,False,True,True,True,True,False,True,True,74.85,4456.35,False,False,False,True,False,True,False,False
1658-BYGOY,True,True,False,False,18,True,True,False,False,False,False,True,True,True,95.45,1752.55,True,True,False,False,False,False,True,False
8769-KKTPH,False,False,True,True,63,True,True,True,False,False,False,True,True,True,99.65,6311.2,False,True,False,True,False,True,False,False
5067-XJQFU,True,True,True,True,66,True,True,False,True,True,True,True,True,True,108.45,7076.35,False,True,False,True,False,False,True,False
3957-SQXML,False,False,True,True,34,True,True,False,False,False,False,False,False,False,24.95,894.3,False,False,True,False,True,True,False,False
5954-BDFSG,False,False,False,False,72,True,True,False,False,True,True,True,True,True,107.5,7853.7,False,True,False,False,True,True,False,False
0434-CSFON,False,False,True,False,47,True,True,False,False,True,False,True,True,True,100.5,4707.1,False,True,False,False,False,False,True,False
1215-FIGMP,True,False,False,False,60,True,True,False,True,False,False,True,False,True,89.9,5450.7,False,True,False,False,False,False,False,False
0526-SXDJP,True,False,True,False,72,False,False,True,True,True,False,False,False,False,42.1,2962.0,False,False,False,False,True,False,False,False
0557-ASKVU,False,False,True,True,18,True,False,False,False,True,True,False,False,True,54.4,957.1,False,False,False,True,False,True,False,False
5698-BQJOH,False,False,False,False,9,True,True,False,False,False,False,True,True,False,94.4,857.25,True,True,False,False,False,False,True,False
5122-CYFXA,False,False,False,False,3,True,False,False,True,False,True,True,True,True,75.3,244.1,False,False,False,False,False,False,True,False
8627-ZYGSZ,True,False,True,False,47,True,True,False,True,False,False,False,False,True,78.9,3650.35,False,True,False,True,False,False,True,False
3410-YOQBQ,False,False,False,False,31,True,False,False,True,True,True,True,True,False,79.2,2497.2,False,False,False,False,True,False,False,True
3170-NMYVV,False,False,True,True,50,True,False,False,False,False,False,False,False,False,20.15,930.9,False,False,True,False,True,False,False,False
7410-OIEDU,True,False,False,False,10,True,False,True,False,True,False,False,False,True,79.85,887.35,False,True,False,False,False,False,False,True
2273-QCKXA,True,False,False,False,1,True,False,False,False,False,True,False,False,False,49.05,49.05,False,False,False,False,False,False,False,True
0731-EBJQB,False,False,True,True,52,True,False,False,False,False,False,False,False,True,20.4,1090.65,False,False,True,True,False,False,True,False
1891-QRQSA,True,True,True,True,64,True,True,True,False,True,True,True,True,True,111.6,7099.0,False,True,False,False,True,False,False,False
8028-PNXHQ,True,False,True,True,62,True,True,False,False,False,False,False,False,True,24.25,1424.6,False,False,True,False,True,False,False,False
5630-AHZIL,False,False,False,True,3,True,False,True,False,False,True,False,True,True,64.5,177.4,False,False,False,False,False,False,False,False
2673-CXQEU,False,True,False,False,56,True,True,True,True,True,False,True,True,False,110.5,6139.5,False,True,False,True,False,False,True,False
6416-JNVRK,False,False,False,False,46,True,False,False,False,False,False,False,True,False,55.65,2688.85,False,False,False,True,False,True,False,False
5590-ZSKRV,False,False,True,True,8,True,False,True,True,False,False,False,False,False,54.65,482.25,False,False,False,False,False,False,False,True
0191-ZHSKZ,True,True,False,False,30,True,False,True,True,False,False,True,True,True,74.75,2111.3,False,False,False,False,False,False,True,False
3887-PBQAO,False,False,True,True,45,True,True,False,False,False,False,False,False,True,25.9,1216.6,False,False,True,True,False,True,False,False
5919-TMRGD,False,False,False,True,1,True,False,False,False,False,False,True,False,True,79.35,79.35,True,True,False,False,False,False,True,False
8108-UXRQN,False,False,True,True,11,False,False,True,False,False,False,True,True,False,50.55,565.35,False,False,False,False,False,False,True,False
9191-MYQKX,False,False,True,False,7,True,False,False,False,True,False,False,False,True,75.15,496.9,True,True,False,False,False,False,False,False
9919-YLNNG,False,False,False,False,42,True,False,False,True,True,True,True,True,True,103.8,4327.5,False,True,False,False,False,False,False,False
0318-ZOPWS,False,False,True,False,49,True,False,False,False,False,False,False,False,True,20.15,973.35,False,False,True,False,True,False,False,False
4445-ZJNMU,True,False,False,False,9,True,True,False,True,False,False,True,True,True,99.3,918.75,False,True,False,False,False,True,False,False
4808-YNLEU,False,False,True,False,35,True,False,True,False,False,False,True,False,True,62.15,2215.45,False,False,False,True,False,False,False,False
1862-QRWPE,False,False,True,True,48,True,False,False,False,False,False,False,False,False,20.65,1057.0,False,False,True,False,True,False,False,False
2796-NNUFI,False,False,True,True,46,True,False,False,False,False,False,False,False,True,19.95,927.1,False,False,True,False,True,False,False,True
3016-KSVCP,True,False,True,False,29,False,False,False,False,False,False,True,False,False,33.75,1009.25,False,False,False,False,False,False,False,True
4767-HZZHQ,True,False,True,True,30,True,False,False,True,True,False,False,False,False,82.05,2570.2,False,True,False,False,False,False,False,False
2424-WVHPL,True,True,False,False,1,True,False,False,False,False,True,False,False,False,74.7,74.7,False,True,False,False,False,False,True,False
7233-PAHHL,True,False,True,True,66,True,True,True,False,True,True,True,True,True,84.0,5714.25,False,False,False,False,True,False,False,True
6067-NGCEU,False,False,False,False,65,True,True,True,True,True,False,True,True,True,111.05,7107.0,False,True,False,False,False,True,False,False
9848-JQJTX,True,False,False,False,72,True,True,False,True,True,False,True,True,True,100.9,7459.05,False,True,False,False,True,False,False,False
8637-XJIVR,False,False,False,False,12,True,True,True,False,False,False,False,False,True,78.95,927.35,True,True,False,False,False,False,True,False
9803-FTJCG,True,False,True,True,71,True,True,True,True,False,True,False,False,True,66.85,4748.7,False,False,False,True,False,True,False,False
0278-YXOOG,True,False,False,False,5,True,False,False,False,False,False,False,False,False,21.05,113.85,True,False,True,False,False,False,False,True
3212-KXOCR,True,False,False,False,52,True,False,False,False,False,False,False,False,False,21.0,1107.2,False,False,True,False,True,False,False,False
4598-XLKNJ,False,True,True,False,25,True,False,False,True,True,False,True,True,True,98.5,2514.5,True,True,False,False,False,False,True,False
6380-ARCEH,True,False,False,False,1,True,False,False,False,False,False,False,False,False,20.2,20.2,False,False,True,False,False,False,False,True
3679-XASPY,False,False,True,True,1,True,False,False,False,False,False,False,False,False,19.45,19.45,False,False,True,False,False,False,True,False
7123-WQUHX,True,False,False,False,38,True,True,False,False,True,True,True,False,False,95.0,3605.6,False,True,False,True,False,False,False,False
5386-THSLQ,False,True,True,False,66,False,False,False,True,True,False,True,False,False,45.55,3027.25,False,False,False,True,False,False,False,False
3192-NQECA,True,False,True,False,68,True,True,False,True,True,True,True,True,True,110.0,7611.85,True,True,False,False,True,False,False,False
6180-YBIQI,True,False,False,False,5,False,False,False,False,False,False,False,False,False,24.3,100.2,False,False,False,False,False,False,False,True
6728-DKUCO,False,False,True,True,72,True,True,True,True,False,False,True,True,True,104.15,7303.05,False,True,False,True,False,False,True,False
9750-BOOHV,False,False,False,False,32,False,False,True,False,False,False,False,False,False,30.15,927.65,False,False,False,True,False,False,False,True
8597-CWYHH,True,False,False,False,43,True,True,False,False,False,False,True,True,False,94.35,3921.3,False,True,False,True,False,False,False,True
2848-YXSMW,True,False,True,True,72,True,False,False,False,False,False,False,False,False,19.4,1363.25,False,False,True,False,True,True,False,False
0486-HECZI,True,False,True,False,55,True,True,True,True,False,False,True,False,True,96.75,5238.9,True,True,False,False,False,False,True,False
4549-ZDQYY,False,False,False,False,52,True,False,True,False,True,True,False,False,False,57.95,3042.25,False,False,False,True,False,True,False,False
5712-AHQNN,False,False,False,False,43,True,False,False,True,True,False,True,False,True,91.65,3954.1,False,True,False,False,False,False,True,False
4846-WHAFZ,False,True,True,False,37,True,True,False,False,False,False,False,False,True,76.5,2868.15,True,True,False,False,False,False,True,False
5256-SKJGO,False,False,True,True,64,False,False,False,True,False,True,True,True,True,54.6,3423.5,False,False,False,False,True,False,True,False
3071-VBYPO,True,False,True,True,3,True,False,True,True,False,False,True,False,False,89.85,248.4,False,True,False,False,False,False,True,False
9560-BBZXK,False,False,False,False,36,False,False,True,False,False,False,False,False,False,31.05,1126.35,False,False,False,False,True,False,False,False
5299-RULOA,False,False,True,True,10,True,True,True,False,False,False,True,True,True,100.25,1064.65,True,True,False,False,False,False,True,False
8402-OOOHJ,False,False,False,False,41,True,False,False,False,False,False,False,False,False,20.65,835.15,False,False,True,False,True,False,False,True
9445-ZUEQE,True,False,True,True,27,True,True,False,True,False,True,False,False,True,85.2,2151.6,False,True,False,False,False,True,False,False
1091-SOZGA,False,False,True,True,56,True,True,False,False,True,False,True,True,True,99.8,5515.45,False,True,False,True,False,True,False,False
2928-HLDBA,False,False,False,False,6,True,False,False,False,False,False,False,False,False,20.7,112.75,False,False,True,False,False,False,False,True
0404-SWRVG,True,False,False,False,3,True,True,False,False,False,False,False,False,True,74.4,229.55,True,True,False,False,False,False,True,False
6497-TILVL,False,False,True,True,7,True,False,True,False,False,False,False,False,False,50.7,350.35,False,False,False,False,False,False,False,True
7219-TLZHO,False,False,True,True,4,True,False,False,False,False,False,False,False,False,20.85,62.9,False,False,True,False,False,False,False,True
4622-YNKIJ,True,False,False,False,33,True,False,True,False,False,True,True,False,True,88.95,3027.65,False,True,False,False,True,False,True,False
4412-YLTKF,False,True,False,False,27,True,True,False,False,True,False,False,False,True,78.05,2135.5,True,True,False,False,False,False,True,False
6734-PSBAW,True,False,True,False,72,True,True,False,False,False,False,False,False,True,23.55,1723.95,False,False,True,False,True,False,False,False
3930-ZGWVE,True,False,False,False,1,True,False,False,False,False,False,False,False,False,19.75,19.75,False,False,True,False,False,False,False,True
2639-UGMAZ,True,True,False,False,71,False,False,True,True,False,False,True,True,True,56.45,3985.35,False,False,False,True,False,False,True,False
2876-GZYZC,False,False,False,False,13,True,True,False,False,False,False,False,True,True,85.95,1215.65,False,True,False,False,False,False,True,False
6207-WIOLX,False,False,True,True,25,False,False,True,True,True,False,True,True,True,58.6,1502.65,True,False,False,False,False,True,False,False
8587-XYZSF,True,False,False,False,67,True,False,False,False,False,True,False,False,False,50.55,3260.1,False,False,False,False,True,False,False,False
3091-FYHKI,True,False,False,False,1,False,False,False,False,False,False,False,True,True,35.45,35.45,True,False,False,False,False,False,True,False
2372-HWUHI,True,False,False,False,2,True,False,False,False,False,False,False,False,False,44.35,81.25,True,False,False,False,False,False,True,False
7799-LGRDP,False,False,False,False,43,True,True,False,False,False,False,False,False,True,25.7,1188.2,False,False,True,False,True,True,False,False
7850-VWJUU,False,False,False,False,23,True,False,True,False,False,False,False,False,True,75.0,1778.5,False,True,False,False,False,False,False,False
3774-VBNXY,False,False,True,True,64,True,False,False,False,False,False,False,False,False,20.2,1277.75,False,False,True,False,True,False,False,True
6217-KDYWC,True,False,False,True,57,True,False,False,False,False,False,False,False,True,19.6,1170.55,False,False,True,False,True,False,False,True
0390-DCFDQ,False,True,True,False,1,True,False,False,False,False,False,False,False,True,70.45,70.45,True,True,False,False,False,False,False,True
3146-MSEGF,False,True,True,True,72,True,True,True,True,True,True,True,True,True,88.05,6425.65,False,False,False,False,True,True,False,False
4080-OGPJL,False,False,False,False,8,True,True,True,False,False,True,False,True,False,71.15,563.65,True,False,False,False,False,False,True,False
1095-WGNGG,False,False,True,False,61,True,True,False,True,False,False,True,True,True,101.05,5971.25,False,True,False,False,True,False,False,False
2636-SJDOU,True,False,False,False,64,True,True,True,True,False,False,False,False,True,84.3,5289.05,False,True,False,True,False,True,False,False
1131-QQZEB,True,True,True,False,71,True,True,False,False,False,False,False,False,False,23.95,1756.2,False,False,True,False,True,False,False,False
5716-EZXZN,False,False,True,True,65,True,True,True,True,False,True,True,False,True,99.05,6416.7,False,True,False,False,True,True,False,False
6837-BJYDQ,True,False,False,False,3,True,False,False,False,False,False,False,False,False,19.6,61.35,False,False,True,True,False,False,False,True
2135-RXIHG,True,False,False,False,1,True,False,False,False,False,False,False,False,True,45.65,45.65,True,False,False,False,False,False,True,False
6440-DKQGE,True,False,False,True,30,True,False,False,True,True,False,True,False,False,64.5,1929.95,False,False,False,True,False,True,False,False
3466-BYAVD,True,False,True,True,15,True,False,False,True,True,True,False,True,True,69.5,1071.4,False,False,False,False,False,False,False,True
3780-YVMFA,False,False,True,True,8,True,False,False,False,False,True,True,True,True,68.55,564.35,False,False,False,False,False,False,True,False
3874-EQOEP,True,False,False,False,7,True,True,False,False,False,False,True,True,False,95.0,655.5,True,True,False,False,False,False,False,True
1679-JRFBR,False,False,True,True,70,True,True,True,True,True,False,True,True,True,108.15,7930.55,False,True,False,True,False,True,False,False
9073-ZZIAY,True,False,True,True,62,True,False,True,True,True,True,True,True,False,86.1,5215.25,False,False,False,False,True,False,True,False
3077-RSNTJ,False,False,True,True,6,True,False,False,False,False,False,False,False,False,19.7,113.5,False,False,True,False,False,False,False,True
6551-GNYDG,False,False,True,True,14,True,False,False,False,False,False,False,True,True,80.9,1152.8,False,True,False,False,False,False,False,False
9167-APMXZ,False,False,False,False,22,True,True,False,False,False,False,True,False,True,84.15,1821.95,False,True,False,False,False,False,False,False
2749-CTKAJ,True,False,True,True,22,True,False,False,False,False,False,False,False,False,20.15,419.9,False,False,True,True,False,False,False,True
6371-NZYEG,True,False,True,True,16,True,False,True,False,True,False,True,False,False,64.25,1024.0,False,False,False,False,True,False,False,True
7554-NEWDD,True,False,False,False,10,True,True,False,False,False,False,False,False,False,25.7,251.6,False,False,True,False,True,False,False,False
8992-VONJD,False,False,False,True,13,True,False,True,True,False,False,False,False,True,56.0,764.55,False,False,False,False,False,False,True,False
0867-MKZVY,False,False,True,False,20,True,True,True,False,False,False,False,False,False,82.4,1592.35,True,True,False,False,False,False,True,False
4482-EWFMI,False,False,False,False,2,True,False,False,False,False,False,False,False,True,69.7,135.2,False,True,False,False,False,False,True,False
4648-YPBTM,True,False,False,False,53,True,True,False,True,True,True,False,True,True,73.9,3958.25,False,False,False,False,True,False,False,False
2907-ILJBN,False,False,True,True,11,True,False,False,False,False,False,False,False,False,20.6,233.9,False,False,True,True,False,False,False,True
6345-FZOQH,True,False,True,False,69,True,False,False,False,False,False,False,False,False,19.9,1363.45,False,False,True,False,True,False,False,True
3376-BMGFE,False,False,False,False,4,True,False,False,False,False,False,False,False,True,70.9,273.0,True,True,False,False,False,False,False,False
5997-OPVFA,True,False,True,False,72,True,True,True,True,True,True,True,True,True,89.05,6254.45,False,False,False,False,True,False,False,False
3445-HXXGF,True,True,True,False,58,False,False,False,True,True,False,False,True,True,45.3,2651.2,True,False,False,False,False,False,True,False
1159-WFSGR,False,False,True,True,16,True,False,False,False,False,False,False,False,False,20.4,321.4,False,False,True,False,False,False,True,False
7654-YWJUF,True,False,True,False,43,True,False,True,False,True,True,False,False,True,84.25,3539.25,False,True,False,True,False,False,False,False
1875-QIVME,False,False,True,False,2,True,True,False,False,True,True,True,True,True,104.4,242.8,True,True,False,False,False,False,True,False
6727-IOTLZ,True,False,True,False,14,True,False,False,True,True,True,True,True,False,81.95,1181.75,False,False,False,False,True,False,False,True
0691-JVSYA,False,False,True,False,53,True,False,False,False,True,False,True,True,True,94.85,5000.2,True,True,False,True,False,False,False,False
5918-VUKWP,False,False,False,False,32,True,False,False,False,False,False,False,False,False,20.55,654.55,False,False,True,True,False,False,False,False
1744-JHKYS,False,False,True,False,34,True,True,False,False,False,False,False,False,False,24.7,780.2,False,False,True,False,False,False,True,False
2656-FMOKZ,False,True,False,False,15,True,True,False,False,False,False,False,False,True,74.45,1145.7,True,True,False,False,False,False,False,True
2070-FNEXE,False,True,False,False,7,True,False,True,False,False,False,False,False,False,76.45,503.6,True,True,False,False,False,False,False,False
5947-SGKCL,False,False,True,True,15,True,True,False,True,True,False,True,True,True,105.35,1559.25,False,True,False,False,False,False,False,False
3712-PKXZA,True,False,True,False,61,True,False,False,False,False,False,False,False,True,20.55,1252.0,False,False,True,True,False,True,False,False
6317-YPKDH,False,False,False,False,1,False,False,False,True,False,False,False,False,False,29.95,29.95,True,False,False,False,False,False,False,False
6582-OIVSP,False,False,False,False,1,True,False,False,False,False,False,False,False,False,45.3,45.3,False,False,False,False,False,False,False,True
9367-WXLCH,True,False,False,False,8,True,True,False,False,False,False,False,True,False,84.5,662.65,True,True,False,False,False,False,False,False
5524-KHNJP,True,False,True,True,33,True,False,True,False,True,False,True,True,False,74.75,2453.3,False,False,False,True,False,True,False,False
1918-ZBFQJ,False,False,False,False,13,True,False,False,True,True,False,False,False,True,79.25,1111.65,True,True,False,False,False,False,True,False
1024-GUALD,False,False,True,False,1,False,False,False,False,False,False,False,False,True,24.8,24.8,True,False,False,False,False,False,True,False
4827-USJHP,True,False,False,False,20,True,False,False,True,False,False,False,False,True,51.8,1023.85,False,False,False,False,False,False,False,True
8167-GJLRN,True,False,False,False,3,False,False,False,False,False,True,False,False,False,30.4,82.15,False,False,False,False,False,False,True,False
0956-SYCWG,False,False,False,False,13,True,False,False,False,False,False,False,False,False,19.65,244.8,False,False,True,True,False,False,True,False
8017-UVSZU,False,False,True,False,40,True,True,False,True,False,False,False,False,False,56.6,2379.1,False,False,False,False,False,True,False,False
7100-FQPRV,True,False,True,True,43,True,True,True,False,False,True,False,True,True,71.9,3173.35,False,False,False,True,False,True,False,False
2472-OVKUP,True,False,True,False,6,True,False,False,True,True,False,False,True,True,91.0,531.0,True,True,False,False,False,False,True,False
2984-RGEYA,False,False,True,True,69,True,False,False,False,False,False,False,False,False,19.75,1375.4,False,False,True,False,True,False,False,False
9680-NIAUV,False,False,True,True,72,True,True,True,True,True,False,True,True,False,109.7,8129.3,False,True,False,False,True,True,False,False
2146-EGVDT,True,False,True,True,59,True,False,False,False,False,False,False,False,False,19.3,1192.7,False,False,True,False,True,True,False,False
2604-IJPDU,False,False,True,False,20,True,False,True,True,False,True,True,False,True,96.55,1901.65,False,True,False,False,False,False,True,False
9178-JHUVJ,True,False,True,True,24,True,True,False,False,False,False,False,False,True,24.1,587.4,False,False,True,False,True,False,False,False
6168-YBYNP,True,False,False,False,59,True,True,False,True,True,True,True,True,True,111.35,6519.75,False,True,False,False,False,False,True,False
7255-SSFBC,True,False,True,True,72,True,True,False,True,True,True,True,True,True,112.25,8041.65,False,True,False,False,True,False,False,False
3645-DEYGF,True,False,False,True,1,True,False,False,False,False,False,False,False,False,20.75,20.75,False,False,True,False,False,False,False,True
9323-HGFWY,False,False,True,False,27,True,False,True,False,False,True,True,True,True,101.9,2681.15,False,True,False,True,False,True,False,False
8544-GOQSH,False,False,False,False,14,True,False,False,True,False,True,False,False,True,80.05,1112.3,False,True,False,False,False,True,False,False
3363-DTIVD,True,False,True,True,71,True,True,True,False,True,False,True,True,False,105.55,7405.5,False,True,False,False,True,False,True,False
7018-WBJNK,True,False,False,True,13,True,False,False,False,False,False,True,False,True,78.3,1033.95,False,True,False,False,False,True,False,False
9142-KZXOP,True,False,False,False,44,True,False,False,False,False,False,False,False,False,68.85,2958.95,False,True,False,False,False,True,False,False
7674-YTAFD,False,False,False,False,33,True,False,False,True,False,True,False,False,True,79.95,2684.85,False,True,False,True,False,False,False,False
6348-SNFUS,True,False,True,True,72,False,False,True,True,True,True,False,True,True,55.45,4179.2,False,False,False,False,True,True,False,False
1285-OKIPP,True,False,False,False,1,True,False,False,False,False,False,False,True,False,79.9,79.9,True,True,False,False,False,False,True,False
7825-ECJRF,False,False,False,False,19,True,False,True,False,True,True,True,True,True,106.6,1934.45,True,True,False,False,False,False,True,False
1347-KTTTA,True,False,True,False,64,True,False,False,True,True,True,True,True,True,102.45,6654.1,False,True,False,True,False,True,False,False
7841-TZDMQ,True,False,False,False,2,True,False,False,False,False,False,False,False,True,46.0,84.5,True,False,False,False,False,True,False,False
4195-NZGTA,False,False,False,False,1,False,False,False,False,False,False,False,False,False,25.25,25.25,False,False,False,False,False,False,True,False
7157-SMCFK,True,False,False,True,61,True,False,False,False,False,False,False,False,False,19.75,1124.2,False,False,True,False,True,False,False,True
4709-LKHYG,False,False,True,True,29,True,False,False,False,False,False,False,False,False,20.0,540.05,False,False,True,True,False,False,True,False
2504-DSHIH,True,True,True,False,23,True,True,False,False,False,False,False,True,False,86.8,1975.85,False,True,False,False,False,False,True,False
0699-NDKJM,False,False,True,False,57,False,False,True,True,True,False,True,True,True,58.75,3437.45,False,False,False,False,False,False,False,False
9286-BHDQG,True,False,True,True,72,False,False,True,True,True,True,False,False,False,45.25,3139.8,False,False,False,False,True,True,False,False
0230-WEQUW,True,False,True,False,66,False,False,True,True,True,True,True,False,True,56.6,3789.2,False,False,False,False,True,False,False,False
2040-LDIWQ,True,False,True,True,65,True,True,False,True,True,True,True,True,True,84.2,5324.5,False,False,False,False,True,False,False,False
6496-JDSSB,False,False,False,False,8,True,False,False,False,False,False,True,False,True,80.0,624.6,False,True,False,False,False,False,False,False
